Nama,Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Sertifikat,Daya Listrik,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Garasi,Jumlah Lantai,Kondisi Properti
Dijual Cepat Rumah Cempaka Puith. Jakarta Pusat,Rp 8 Miliar,5,3,365 m²,355 m²,1,SHM,Lainnya,1,1,1,3,Sudah Renovasi
Dijual Rumah Komplek Pejaten Jakarta Selatan,"Rp 4,5 Miliar",3,5,160 m²,290 m²,2,SHM,2200 Watt,1,1,1,1,Baru
"Jual rumah lama dlm komplek one gate. Dkt penvil, mampang, psr minggu. Ingin lekas terjual. Nego Max",Rp 6 Miliar,6,4,200 m²,140 m²,2,SHM,3500 Watt,1,1,1,3,Baru
Rumah murah siap huni rapi jarang ada di Citra Garden 1,"Rp 1,75 Miliar",4,5,120 m²,150 m²,2,SHM,Lainnya,1,1,2,2,Baru
Dijual Rumah Murah Cilandak Jakarta Selatan,"Rp 6,3 Miliar",5,4,205 m²,400 m²,4,SHM,Lainnya,2,1,2,2,Bagus
Rumah Murah Brand New 3 Lantai Di Tanjung Duren,"Rp 2,35 Miliar",4,2,56 m²,165 m²,4,SHM,3300 Watt,1,1,1,2,Baru
Dijual Rumah Mewah Komplek Joglo Jakarta Barat,"Rp 2,4 Miliar",4,5,135 m²,200 m²,2,SHM,3500 Watt,1,1,3,2,Baru
Dijual Murah Turun Harga!! Rumah Pantai Indah Kapuk Uk 5x23m Siap Huni Shm Hadap Timur Jarang Ada! Nego Sampai Jadi ,Rp 3 Miliar,4,3,115 m²,230 m²,10,SHM,3500 Watt,1,1,2,1,Bagus
"Dijual Rumah Golf Lake Cengkareng Luas 160m, Renovasi Rapih , Shm Siap Huni, Jalan 3 Mobil ","Rp 5,2 Miliar",5,4,160 m²,240 m²,5,SHM,Lainnya,1,1,1,2,Baru
"DIJUAL CEPAT, Rumah Golf Lake Cengkareng, uk 6x15m, Sudah Shm, Harga Termurah!!","Rp 2,45 Miliar",4,3,90 m²,120 m²,1,SHM,3300 Watt,2,1,1,2,Baru
Dijual Rumah Muara Karang Blok 7 Blok Favorit Uk 6x20m Jalan Lebar Shm Jarang Ada!,"Rp 3,8 Miliar",5,3,120 m²,180 m²,1,SHM,3300 Watt,2,1,6,3,Sudah Renovasi
Dijual Rumah Murah Kav Dki Meruya Jakarta Barat,Rp 4 Miliar,4,3,250 m²,320 m²,6,SHM,11000 Watt,1,1,2,2,Bagus
Rumah Cantik Gading Orchard Termurah,"Rp 5,99 Miliar",4,4,276 m²,288 m²,1,HGB,4400 Watt,1,1,2,1,Baru
Jual Cepat Rumah 2lt Kebon Baru Tebet,"Rp 4,29 Miliar",5,3,360 m²,372 m²,2,SHM,6600 Watt,1,1,1,3,Baru
Jual Cepat Rumah Luas Mampang Termurah,"Rp 8,9 Miliar",4,4,700 m²,720 m²,2,HGB,Lainnya,1,1,2,3,Baru
Rumah Luas Termurah Adam Malik Larangan,"Rp 1,99 Miliar",5,3,360 m²,261 m²,2,SHM,10600 Watt,1,1,6,3,Baru
Rumah Cantik Pondok Indah Harga Njop,"Rp 39,9 Miliar",4,3,1152 m²,918 m²,2,SHM,6600 Watt,2,1,1,2,Baru
"Rumah Cantik Pantai Indah Kapuk, Siap Huni","Rp 9,39 Miliar",5,4,340 m²,392 m²,1,HGB,4400 Watt,2,2,2,3,Bagus
Rumah Cantik 2lantai Eramas 2000,"Rp 3,59 Miliar",4,5,300 m²,330 m²,2,SHM,2200 Watt,2,1,1,2,Baru
Rumah 2lt Jatinegara Baru Termurah,"Rp 1,59 Miliar",5,3,120 m²,126 m²,2,HGB,10600 Watt,1,1,1,2,Baru
Aset Pinggir Jalan Dkt Cipete Kemang,"Rp 11,9 Miliar",5,3,981 m²,450 m²,1,SHM,Lainnya,1,1,1,2,Baru
"Rumah Cantik Kebon Jeruk Intercon
","Rp 6,99 Miliar",2,3,300 m²,360 m²,3,SHM,Lainnya,1,1,1,2,Baru
Rumah Cantik Kemang Timur Termurah,"Rp 8,99 Miliar",6,2,588 m²,600 m²,1,SHM,4400 Watt,1,1,1,2,Bagus
Rumah Cantik Duri Kepa Dibawah Pasar,"Rp 3,59 Miliar",4,4,240 m²,360 m²,2,SHM,2200 Watt,1,1,6,4,Baru
Rumah Cantik 2lt Metland Puri,"Rp 1,29 Miliar",5,3,66 m²,67 m²,2,SHM,10600 Watt,1,1,2,2,Baru
Rumah Mewah Puri Cinere Dibawah Njop,"Rp 12,6 Miliar",3,1,1278 m²,720 m²,1,SHM,2200 Watt,1,1,1,1,Baru
Rumah Cantik Siap Huni Bumi Jatiwaringin,"Rp 1,79 Miliar",3,5,138 m²,177 m²,1,SHM,4400 Watt,1,1,5,2,Bagus
Jual Cepat Rumah Cantik Pluit 2lt Hook,"Rp 5,99 Miliar",5,6,300 m²,324 m²,2,SHM,4400 Watt,1,1,3,2,Sudah Renovasi
Jual Cepat Rumah Gandaria Fatmawati,"Rp 5,79 Miliar",5,4,438 m²,360 m²,1,SHM,4400 Watt,3,1,1,2,Bagus
Jual Cepat Rumah Gandaria Fatmawati,"Rp 5,79 Miliar",5,3,438 m²,360 m²,2,SHM,3500 Watt,1,1,1,3,Bagus
Rumah Cantik 2lt Pondok Bambu Termurah,"Rp 2,29 Miliar",3,3,162 m²,225 m²,2,SHM,5500 Watt,1,1,4,2,Bagus
Termurah Se Niaga Hijau Pondok Indah,Rp 14 Miliar,3,3,441 m²,426 m²,1,SHM,Lainnya,1,1,1,2,Bagus
Rumah Cantik Tomang 2lt Termurah,"Rp 2,89 Miliar",4,5,171 m²,210 m²,4,SHM,Lainnya,1,1,2,2,Bagus
Rumah Cantik 3lt Senayan Gold Residence,"Rp 5,19 Miliar",4,4,88 m²,168 m²,2,SHM,3500 Watt,1,1,2,2,Sudah Renovasi
Rumah 2lt Termurah Se Kelapa Gading,"Rp 3,89 Miliar",3,3,246 m²,288 m²,1,SHM,Lainnya,1,1,4,3,Bagus
Dijual Rumah Komplek Lebak Bulus Jakarta Selatan,"Rp 3,7 Miliar",3,2,134 m²,150 m²,6,SHM,Lainnya,2,2,2,3,Bagus
Dijual Rumah Mewah Town House Pejaten Jakarta Selatan,"Rp 10,7 Miliar",3,4,404 m²,370 m²,4,SHM,Lainnya,2,1,3,3,Bagus
Dijual Rumah Mewah Hook Komplek Veteran Bintaro Jakarta Selatan,"Rp 4,8 Miliar",17,3,240 m²,300 m²,4,SHM,11000 Watt,1,1,1,2,Bagus
" JUAL RUMAH CIPETE DKT ANTASARI, FATMAWATI, KEMANG, KEB. BARU. SIAP HUNI. JUAL CEPAT MURAH","Rp 9,5 Miliar",3,2,380 m²,295 m²,2,SHM,3300 Watt,2,1,1,4,Bagus
Dijual Rumah Mewah Murah Komplek Joglo Jakarta Barat,"Rp 2,4 Miliar",3,2,137 m²,200 m²,2,SHM,900 Watt,1,1,4,2,Bagus
Rumah Design Classic European Terawat Siap Huni Tanah Luas,Rp 16 Miliar,3,2,1000 m²,450 m²,2,SHM,4400 Watt,1,1,9,2,Bagus
"RUMAH ASRI JALAN DELMAN. DEKAT PONDOK INDAH, BINTARO, BSD. RUMAH SEHAT TATA CAHAYA DAN ANGIN TERBUKA. BANYAK TAMAN FRESH",Rp 9 Miliar,5,8,650 m²,350 m²,2,SHM,3500 Watt,1,1,1,2,Bagus
Dijual Rumah Mewah Town House Pasar Minggu Jakarta Selatan,"Rp 8,5 Miliar",2,2,462 m²,650 m²,2,SHM,5500 Watt,1,1,1,2,Bagus
Turun Harga Dan Dijual Cepat Rumah Keren Modern Minimalis di Kelapa Gading ,"Rp 3,5 Miliar",4,3,102 m²,282 m²,2,SHM,1300 Watt,1,1,2,2,Bagus
Rumah ready murah di Tanjung Barat,Rp 550 Juta,3,2,56 m²,56 m²,1,SHM,7700 Watt,1,1,1,2,Bagus
Dijual Rumah Mewah Mampang Prapatan Jakarta Selatan,Rp 31 Miliar,5,4,820 m²,950 m²,2,SHM,Lainnya,1,1,2,2,Bagus
Dijual Rumah Mewah Swiming Pool Pondok Labu Jakarta Selatan,"Rp 4,5 Miliar",2,1,205 m²,178 m²,1,SHM,Lainnya,1,1,1,2,Butuh Renovasi
Dijual Rumah Mewah Murah Komplek Lebak Bulus Jakarta Selatan,"Rp 5,1 Miliar",4,4,200 m²,250 m²,1,SHM,3300 Watt,1,1,2,2,Bagus
"Rumah 3 Lantai Uk 5x14 M  Di Pademangan, Jakarta Utara","Rp 1,6 Miliar",3,2,70 m²,210 m²,2,SHM,3300 Watt,1,1,2,1,Bagus
"Rumah 3 Lantai Uk 5x14 M  Di Pademangan, Jakarta Utara","Rp 1,6 Miliar",4,4,70 m²,210 m²,1,SHM,Lainnya,1,1,1,2,Bagus
"RUMAH PURI MUTIARA KEMANG LUX. BANYAK TAMAN. DEKAT ANTASARI, TB SIMATUPANG,CIPETE 500 METER. HARUS TERJUAL CEPAT",Rp 15 Miliar,3,1,793 m²,353 m²,1,SHM,10000 Watt,1,1,1,2,Bagus
Dijual Rumah Hitung Tanah Cipete Gaharu Cilandak ,Rp 24 Miliar,3,4,925 m²,450 m²,1,SHM,3500 Watt,1,1,2,3,Bagus
"Dijual rumah cantik, minimalis , strategis & murah di Tebet ","Rp 3,6 Miliar",3,2,140 m²,220 m²,2,SHM,3500 Watt,1,1,2,1,Bagus
"RUMAH MODERN INDUSTRIAL STYLE CLUSTER. COCOK UNTUK MILENIAL.DEKAT TOL, CITOS, TB SIMATUPANG. MURAH","Rp 4,5 Miliar",3,4,247 m²,200 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
"Rumah 6x17 M  Di Tamansari, Jakarta Barat","Rp 1,65 Miliar",3,2,102 m²,153 m²,2,SHM,Lainnya,1,1,1,2,Bagus
Rumah di Kebon Jeruk Taman sari,"Rp 5,49 Miliar",3,3,168 m²,408 m²,4,SHM,Lainnya,2,1,1,2,Bagus
"Rumah 4 Lantai Full Furnished Di Pademangan, Jakarta Utara","Rp 1,54 Miliar",3,2,52 m²,176 m²,2,SHM,Lainnya,2,1,1,2,Bagus
JUAL RUMAH TUA PASAR MINGGU. HARGA BAWAH PASARAN. DEKAT KE KA & PASAR 1.5 KM. DALAM KOMPLEK BUNTU,"Rp 3,35 Miliar",2,3,304 m²,200 m²,2,SHM,Lainnya,1,1,2,2,Bagus
"Rumah baru dua lantai siap pakai di Cengkareng, Jakarta Barat",Rp 875 Juta,4,3,49 m²,90 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
"Dijual cepat Rumah baru di Surya Mutiara, dekat Sunrise Garden","Rp 1,68 Miliar",4,3,59 m²,94 m²,4,SHM,3500 Watt,1,1,2,2,Bagus
Rumah Siap Huni Strategis Di Lenteng Agung Jagakarsa,"Rp 15,5 Miliar",4,3,1930 m²,490 m²,2,SHM,4400 Watt,2,1,2,2,Baru
Rumah Jelambar Murah Dan Bagus Uk 10x15 Akses 2 -3:mobil,"Rp 2,65 Miliar",4,1,150 m²,100 m²,2,SHM,Lainnya,1,1,2,4,Butuh Renovasi
Rumah Di Gunung Sahari,"Rp 3,3 Miliar",4,4,120 m²,210 m²,2,SHM,2200 Watt,1,1,2,2,Baru
"Rumah Modern Minimalist Di Tebet Barat, Akses Jln 1 Mobil Lebar",Rp 4 Miliar,3,4,140 m²,160 m²,3,SHM,Lainnya,2,1,1,2,Bagus
"Rumah baru 2.5 lantai di Kebon Jahe, Petojo Selatan, dekat Tanah Abang","Rp 4,5 Miliar",3,4,148 m²,150 m²,2,SHM,2200 Watt,1,1,2,2,Baru
Non Cluster Rumah Baru 3 Lantai Dekat Pintu Tol Tb Simatupang,"Rp 2,55 Miliar",3,4,113 m²,200 m²,1,SHM,1300 Watt,1,1,1,3,Bagus
Minimalis Rumah 1 Lantai Siap Huni Di Jagakarsa Bebas Banjir,Rp 700 Juta,3,4,55 m²,40 m²,1,SHM,2200 Watt,2,1,6,2,Bagus
"Rumah Hoek 3 Lantai Di Kapuk, Cengkareng",Rp 1 Miliar,3,2,43 m²,100 m²,2,SHM,Lainnya,1,1,3,1,Bagus
Rumah Baru Dalam Cluster Jagakarsa Free Biaya Surat Surat,"Rp 1,3 Miliar",4,3,69 m²,80 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Non Cluster Rumah Baru 3 Lantai Dekat Pintu Tol Tb Simatupang,"Rp 2,55 Miliar",4,3,113 m²,200 m²,1,SHM,1300 Watt,1,1,2,2,Bagus
Minimalis Rumah 1 Lantai Siap Huni Di Jagakarsa Bebas Banjir,Rp 700 Juta,2,3,55 m²,40 m²,2,SHM,2200 Watt,1,1,1,3,Bagus
"Rumah Hoek 3 Lantai Di Kapuk, Cengkareng",Rp 1 Miliar,3,3,43 m²,100 m²,2,SHM,Lainnya,1,1,3,5,Baru
Rumah Baru Dalam Cluster Jagakarsa Free Biaya Surat Surat,"Rp 1,3 Miliar",3,4,69 m²,80 m²,3,SHM,2200 Watt,1,1,1,3,Bagus
Nego Ratusan Juta Rumah Mewah 2 Lantai Jagakarsa,"Rp 3,15 Miliar",3,3,128 m²,200 m²,6,SHM,2200 Watt,1,1,2,3,Bagus
Rumah Classic 2 Lantai Cuma 10 Menit Ke Tol Andara,Rp 950 Juta,3,2,41 m²,80 m²,5,SHM,2200 Watt,1,1,2,2,Baru
Rumah Classic Dalam Cluster Hanya 10 Menit Ke Tol Andara,"Rp 1,65 Miliar",4,3,68 m²,125 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
Rumah Minimalis 1 Lantai Lingkungan Adem Dan Asri Di Jagakarsa,"Rp 1,3 Miliar",4,2,105 m²,80 m²,9,SHM,2200 Watt,1,1,2,2,Bagus
Rumah Classic Modern 2 Lantai Cuma 5 Menit Ke Tol Andara,"Rp 1,35 Miliar",3,3,61 m²,100 m²,11,SHM,2200 Watt,1,1,4,2,Bagus
"Dalam Cluster Rumah Baru Siap Huni 2,5 Lantai Di Jagkarsa","Rp 1,85 Miliar",4,3,69 m²,155 m²,1,SHM,3300 Watt,1,1,1,2,Butuh Renovasi
Dijual Rumah Siap Huni Private Pool Dekat Ke Tol Desari,"Rp 2,4 Miliar",3,3,124 m²,240 m²,2,SHM,2200 Watt,1,1,1,1,Bagus
Rumah Classic Dalam Cluster Hanya 10 Menit Ke Tol Tb Simatupang,"Rp 1,5 Miliar",4,3,63 m²,120 m²,2,SHM,1300 Watt,1,1,4,2,Bagus
Rumah 1 Lantai Siap Huni 10 Menit Ke Pintu Tol Andara,"Rp 1,13 Miliar",5,3,103 m²,70 m²,2,SHM,3500 Watt,1,1,1,2,Butuh Renovasi
7 Menit Ke Pintu Tol Brigif Rumah American Classic 3 Lantai,"Rp 3,35 Miliar",2,4,114 m²,250 m²,1,SHM,3500 Watt,1,1,2,2,Butuh Renovasi
Siap Huni Rumah Dalam Komplek Di Duren Sawit,"Rp 4,3 Miliar",4,3,200 m²,300 m²,2,SHM,3500 Watt,1,1,3,2,Baru
Rumah American Classic Townhouse Dekat Ke Tol Tb Simatupang,"Rp 3,4 Miliar",3,4,130 m²,200 m²,3,SHM,2200 Watt,1,1,1,2,Bagus
Rumah Siap Huni Hanya 5 Menit Ke Pintu Tol Andara,"Rp 1,98 Miliar",3,4,81 m²,155 m²,8,SHM,2200 Watt,1,1,3,3,Baru
Rumah Baru Classic Modern Dekat Tol Tb Simatupang ,"Rp 1,6 Miliar",3,1,67 m²,130 m²,1,SHM,2200 Watt,1,1,4,2,Bagus
Rumah Baru 2 Lantai Siap Huni Di Cipayung,Rp 1 Miliar,5,4,87 m²,90 m²,1,SHM,2200 Watt,1,1,2,3,Bagus
Dijual Rumah Baru 2 Lantai Dalam Cluster Jagakarsa,"Rp 1,27 Miliar",5,3,77 m²,130 m²,1,SHM,2200 Watt,1,1,4,2,Bagus
Dijual Rumah Baru 2 Lantai Dalam Cluster Jagakarsa,"Rp 1,27 Miliar",4,2,77 m²,130 m²,1,SHM,2200 Watt,1,1,2,2,Butuh Renovasi
Rumah 2 Lantai Murah Bebas Banjir Di Lubang Buaya,"Rp 1,35 Miliar",3,3,66 m²,100 m²,1,SHM,2200 Watt,1,1,2,3,Bagus
Dijual Rumah Classic 2 Lantai Dekat Ke Pintu Tol Brigif,"Rp 1,3 Miliar",7,5,60 m²,100 m²,1,SHM,3500 Watt,1,1,2,2,Bagus
"Siap Huni Rumah Mewah Baru 3,5 Lantai Di Jagakarsa ","Rp 3,65 Miliar",5,4,110 m²,325 m²,1,SHM,2200 Watt,1,1,6,2,Butuh Renovasi
Rumah Second Siap Huni Dalam Cluster Shm Kalisari,"Rp 1,6 Miliar",3,2,105 m²,200 m²,1,SHM,2200 Watt,2,1,2,2,Butuh Renovasi
Rumah 1 Lantai Linkungan Aman Nyaman Di Bambu Apus,"Rp 1,38 Miliar",4,3,118 m²,70 m²,1,SHM,2200 Watt,1,1,2,1,Baru
5 Menit Ke Tol Andara Rumah Classic Modern Dlm Cluster,"Rp 1,67 Miliar",6,7,67 m²,125 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
For Sale Rumah Baru 3 Lantai Dalam Cluster Di Condet,Rp 975 Juta,4,3,40 m²,90 m²,2,SHM,3300 Watt,3,1,1,2,Bagus
Private Pool Rumah Mewah Non Cluster Dekat Ke Tol Andara,"Rp 2,6 Miliar",3,3,107 m²,180 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Siap Huni Rumah Baru 3 Lantai Rooftop Di Jagakarsa ,"Rp 2,55 Miliar",3,4,100 m²,220 m²,1,SHM,3500 Watt,1,1,2,3,Bagus
For Sale Rumah Mewah Full Furnish + Private Poll Jagakarsa,"Rp 4,5 Miliar",4,3,310 m²,230 m²,2,SHM,2200 Watt,1,3,2,2,Bagus
Rumah Baru 2 Lantai Siap Huni Non Cluster Jagakarsa,"Rp 1,6 Miliar",3,4,95 m²,140 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
Swimming Pool Dalam Cluster Di Kebagusan Jakarta Selatan,"Rp 2,1 Miliar",4,2,75 m²,130 m²,1,SHM,2200 Watt,1,1,1,3,Bagus
Rumah 2.5 Lantai Hanya 7 Menit Ke Tol Tb Simatupang,"Rp 2,6 Miliar",5,3,72 m²,150 m²,2,SHM,2200 Watt,3,1,2,2,Bagus
Siap Huni Rumah Baru 3 Lantai Rooftop Dlm Cluster Di Jagakarsa,"Rp 2,85 Miliar",4,3,95 m²,220 m²,1,SHM,2200 Watt,1,1,2,2,Bagus
Rumah Mewah 3 Lantai 10 Menit Ke Tol Tb Simatupang,"Rp 2,45 Miliar",5,2,105 m²,180 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
Rumah Minimalis 3 Lantai 8 Menit Ke Tol Tb Simatupang,"Rp 2,27 Miliar",3,2,75 m²,180 m²,2,SHM,2200 Watt,2,1,1,1,Bagus
Dijual Rumah Baru 1 Lantai Dlm Cluster Jagakarsa Jakarta Selatan,"Rp 1,35 Miliar",3,6,107 m²,70 m²,1,SHM,3500 Watt,1,1,2,2,Bagus
Rumah Mewah Siap Huni Private Pool Cuma 10 Menit Ke Tol Andara,"Rp 4,5 Miliar",4,2,115 m²,350 m²,1,SHM,2200 Watt,5,1,1,2,Bagus
Siap Huni Rumah Baru Di Jagakarsa Dalam Cluster,"Rp 1,1 Miliar",4,6,45 m²,80 m²,2,SHM,2200 Watt,1,1,1,2,Butuh Renovasi
Rumah Baru Classic Modern Siap Huni Bebas Banjir Jagakarsa,"Rp 1,35 Miliar",4,2,60 m²,100 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
Rumah 2 Lantai Siap Huni Dekat Pintu Tol Nagrak,"Rp 2,1 Miliar",3,4,200 m²,250 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai Lokasi Strategis Akses Pintu Tol Kota Wisata,"Rp 2,5 Miliar",4,4,200 m²,150 m²,1,SHM,2200 Watt,1,1,4,2,Bagus
Rumah 2 Lantai Minimalis Akses Pintu Tol Kota Wisata,Rp 3 Miliar,4,3,160 m²,166 m²,1,SHM,2200 Watt,1,1,2,2,Butuh Renovasi
Dijual Cepat Rumah Siap Huni Di Kawasan Strategis Dengan Lingkungan Yang Nyaman,"Rp 1,85 Miliar",5,3,120 m²,170 m²,4,SHM,3300 Watt,1,1,2,2,Bagus
Rumah 2 Lantai Strategis Akses Pintu Tol Jatikarya,"Rp 2,8 Miliar",5,3,198 m²,348 m²,2,SHM,16500 Watt,1,1,1,2,Bagus
"Rumah Bagus 2 Lantai Cilandak, Jakarta Selatan",Rp 24 Miliar,3,5,1500 m²,600 m²,4,SHM,4400 Watt,1,1,2,2,Bagus
Dijual Rumah Siap Huni Sudah Renovasi Cluster Kota Wisata Cibubur,"Rp 2,8 Miliar",21,3,200 m²,250 m²,1,SHM,3500 Watt,1,1,3,2,Bagus
Dijual Murah Rumah Di Pademangan,"Rp 1,9 Miliar",4,5,112 m²,108 m²,2,HGB,2200 Watt,2,1,2,2,Renovasi Total
"Rumah Siap Huni di Pademangan, Jakarta Utara","Rp 1,4 Miliar",5,4,70 m²,110 m²,1,SHM,Lainnya,1,2,1,1,Sudah Renovasi
TURUN HARGA BANGET!! Rumah Hoek di Eramas 2000 - Jakarta Timur,"Rp 4,9 Miliar",5,4,400 m²,160 m²,2,SHM,13900 Watt,3,1,2,2,Renovasi Minimum
Rumah Terawat Ada Rooftop Siap Huni Di Jl Wijaya Dekat Melawai,Rp 29 Miliar,3,21,300 m²,400 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
"Hunian Mewah 2 Lantai, Pool Strategis Siap Huni Lebak Bulus","Rp 5,8 Miliar",3,3,250 m²,200 m²,1,SHM,4400 Watt,1,1,1,1,Bagus
Kemewahan Rumah 3 Lantai Dengan Kolam Renang Pribadi di Kemang,"Rp 8,1 Miliar",3,4,201 m²,335 m²,1,SHM,5500 Watt,1,1,1,2,Renovasi Total
"Rumah & Halaman Luas Cocok Untuk Tinggal & Kost,kebagusan Jaksel","Rp 3,5 Miliar",3,4,392 m²,230 m²,2,SHM,4400 Watt,3,1,1,2,Renovasi Total
"Dijual Rumah 2lantai Semi Furnished, Pulo Gebang,jaktim","Rp 3,1 Miliar",4,3,224 m²,260 m²,1,SHM,4400 Watt,1,1,1,2,Butuh Renovasi
"Rumah Mewah 2LT Furnished di Kebagusan, Jakarta Selatan (b4)","Rp 5,05 Miliar",3,2,167 m²,230 m²,2,SHM,2200 Watt,2,1,1,1,Bagus
Dijual Rumah Strategis Harga Menarik Di Bintaro Sektor 5 LT 90 M,"Rp 1,7 Miliar",3,3,90 m²,120 m²,2,SHM,4400 Watt,1,1,2,2,Bagus
Rumah 2 Lantai di Citra Garden 1 ext Kalideres Jakbar,"Rp 1,9 Miliar",4,2,90 m²,120 m²,2,SHM,16500 Watt,1,1,1,2,Baru
"Rumah Modern 2lt Mewah, Pool, Siap Huni, Strategis Kemang Jaksel",Rp 28 Miliar,4,4,515 m²,510 m²,2,SHM,4400 Watt,1,1,8,1,Bagus
Rumah 2 Lantai di Citra Garden 1 ext Kalideres Jakbar,"Rp 1,9 Miliar",5,3,90 m²,120 m²,1,SHM,16500 Watt,1,2,1,2,Renovasi Minimum
"Rumah Modern 2lt Mewah, Pool, Siap Huni, Strategis Kemang Jaksel",Rp 28 Miliar,5,3,515 m²,510 m²,2,SHM,Lainnya,1,1,8,1,Bagus
Rumah Siap Huni  Murah Lokasi  Tanah Kusir Dekat Sma 47,"Rp 2,9 Miliar",5,2,168 m²,200 m²,2,SHM,Lainnya,1,1,2,2,Bagus
"Rumah Hoek 4 Lt Dijual Cepat,pemukiman Yang Strategis Di Pusat Kota.","Rp 5,25 Miliar",3,3,170 m²,280 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
"Rumah 2LT Mewah, Luas, Siap Huni di Pusat Kota Jakarta Selatan",Rp 32 Miliar,3,4,500 m²,450 m²,7,SHM,3300 Watt,1,2,1,2,Baru
Dijual Rumah Strategis Dengan Furnish Di Pesanggrahan Bintaro,"Rp 2,9 Miliar",4,3,135 m²,110 m²,6,SHM,7700 Watt,1,1,1,1,Bagus
Town House Luas dan Mewah 2LT Furnished dengan Kolam Renang,"Rp 7,95 Miliar",4,6,346 m²,385 m²,6,SHM,2200 Watt,1,1,2,2,Renovasi Minimum
Rumah Tanah Luas Di Jual Di Bawah Njop Pondok Kelapa ,Rp 3 Miliar,5,4,372 m²,450 m²,6,SHM,Lainnya,1,1,2,1,Baru
"For Sale, Rumah Mewah 3 Lantai, SHM Di Cilandak Barat, JakSel","Rp 6,8 Miliar",4,3,120 m²,200 m²,3,SHM,Lainnya,3,1,1,1,Bagus
Rumah Dijual Di Area Strategis SCBD Sudirman Jakarta Selatan ,"Rp 21,5 Miliar",5,4,358 m²,378 m²,1,SHM,16500 Watt,1,1,2,1,Bagus
Dijual Rumah Elegant Furnished 1 Lantai Di Kemang  Dalam,Rp 25 Miliar,2,4,700 m²,500 m²,10,SHM,Lainnya,1,1,2,2,Bagus
Dijual Rumah Mewah Semi Furnished Di Cilandak Lebak Bulus,Rp 14 Miliar,3,3,530 m²,450 m²,1,SHM,22000 Watt,1,1,1,2,Renovasi Minimum
Dijual Rumah Mewah Siap Huni Dan Terawat Ada Pool Di Pondok Indah,Rp 45 Miliar,3,3,914 m²,700 m²,2,SHM,Lainnya,1,1,1,3,Renovasi Minimum
DIJUAL TOWNHOUSE PONDOK INDAH TIPE ULTIMATE,"Rp 8,25 Miliar",5,4,146 m²,300 m²,2,Lainnya,5500 Watt,2,1,1,3,Butuh Renovasi
Dijual Kost Fully Furnished 21 Kamar Di Grogol Dekat Kampus ,"Rp 6,3 Miliar",3,2,81 m²,330 m²,1,SHM,5500 Watt,1,1,1,1,Bagus
Dijual Rumah Dg Rooftop Di Cluster Gandaria Selatan,"Rp 5,3 Miliar",3,3,170 m²,280 m²,1,SHM,4400 Watt,1,1,1,3,Bagus
Town House Premium Terbaru Dekat Hutan Kota Yang Asri Di Cilandak,"Rp 6,92 Miliar",4,2,196 m²,400 m²,1,SHM,5500 Watt,1,1,2,2,Bagus
Dijual Rumah Hitung Tanah Harga Njop Di Kemang Pancoran Jaksel,"Rp 14,7 Miliar",4,6,900 m²,500 m²,2,SHM,3500 Watt,1,1,2,3,Bagus
Rumah Baru Dekat Rs Persahabatan Di Cipinang Rawamangun,"Rp 2,7 Miliar",5,4,104 m²,150 m²,2,SHM,Lainnya,1,1,1,2,Bagus
Best Price Rumah Cluster 2 Lantai Baru Siap Huni Di Lubang Buaya ,"Rp 1,15 Miliar",4,3,72 m²,105 m²,2,SHM,3500 Watt,1,1,1,3,Bagus
Rumah Baru Dekat Rs Persahabatan Di Cipinang Rawamangun,"Rp 2,7 Miliar",5,4,104 m²,150 m²,1,SHM,Lainnya,1,1,1,3,Bagus
Best Price Rumah Cluster 2 Lantai Baru Siap Huni Di Lubang Buaya ,"Rp 1,15 Miliar",2,4,72 m²,105 m²,6,SHM,4400 Watt,1,1,1,2,Bagus
"Rumah Siap Huni Di Jln Praja, Arteri Pondok Indah, Dekat Gandaria City Dan PIM","Rp 6,9 Miliar",3,3,384 m²,220 m²,2,SHM,9500 Watt,1,1,2,2,Sudah Renovasi
Rumah.di Permata.hijau.dekat Senayan Jakarta.selatan,Rp 30 Miliar,3,3,655 m²,433 m²,3,SHM,Lainnya,2,1,4,2,Bagus
Dijual Rumah Green Lake City West Europe 8x15 SHM Semi Furnish,"Rp 3,3 Miliar",5,4,120 m²,150 m²,2,SHM,Lainnya,1,1,1,5,Bagus
Veteran Bintaro Turun Harga Modern Minimalist Townhouse ,"Rp 8,5 Miliar",5,2,286 m²,250 m²,2,SHM,4400 Watt,1,1,1,3,Bagus
